Heap_Position,Original_Index,Inv_Perm
4989,2857,2788
4990,3525,2589
4991,2769,2780
4992,2770,2727
4993,2607,2544
4994,3316,3116
4995,2712,2730
4996,3598,2471
4997,2856,2891
4998,2719,3256
4999,2751,2443
